DeltaEnergyBat: 499683650725.3379 [Ws] / 138801.01409037164
timeFCCanIncrease: 4521.4081 [s]
Time, dt, Distance, P_el_dem, P_FC_raw, P_FC, P_Bat_T, P_Bat_loss, P_FC_corr, delta_Power_corr, P_REESS_int, SoC, CanChangeFCPower, FCPowerFinal
94.26,0.50, 1859.85, 30243.18, 115523.68, 115523.68,145766.85, 1560.92, 117084.60, 147327.77, 144205.94, 0.72, True, 8851.22
94.76,0.50, 1871.66, 28353.07, 115523.68, 115523.68,143876.75, 1521.12, 117044.80, 145397.87, 142355.63, 0.73, True, 8866.52
95.26,0.50, 1883.46, 28286.78, 115523.68, 115523.68,143810.46, 1519.73, 117043.41, 145330.20, 142290.73, 0.75, True, 8867.18
95.76,0.50, 1895.27, 28145.11, 115523.68, 115523.68,143668.79, 1516.77, 117040.45, 145185.56, 142152.02, 0.76, True, 8868.45
96.26,0.50, 1907.08, 27465.74, 115523.68, 115523.68,142989.42, 1502.61, 117026.29, 144492.03, 141486.81, 0.78, True, 8874.02
96.76,0.50, 1918.88, 24337.82, 115523.68, 115523.68,139861.50, 1438.24, 116961.92, 141299.74, 138423.26, 0.79, True, 8899.20
97.26,0.50, 1930.69, 20202.59, 115523.68, 115523.68,135726.26, 1355.27, 116878.95, 137081.53, 134370.99, 0.81, True, 8932.38
97.76,0.50, 1942.49, 14950.12, 115523.68, 115523.68,130473.80, 1253.36, 116777.04, 131727.16, 129220.43, 0.82, True, 8974.41
98.26,0.50, 1954.30, 10794.58, 115523.68, 115523.68,126318.25, 1175.51, 116699.19, 127493.76, 125142.75, 0.84, True, 9007.62
98.76,0.50, 1966.10, 7530.28, 115523.68, 115523.68,123053.96, 1116.07, 116639.75, 124170.03, 121937.89, 0.85, True, 9033.68
99.26,0.50, 1977.91, 6870.29, 115523.68, 115523.68,122393.97, 1104.24, 116627.91, 123498.21, 121289.73, 0.86, True, 9039.04
99.76,0.50, 1989.71, 6870.29, 115523.68, 115523.68,122393.97, 1104.24, 116627.91, 123498.21, 121289.73, 0.88, True, 9039.15
100.26,0.50, 2001.52, 6870.29, 115523.68, 115523.68,122393.97, 1104.24, 116627.91, 123498.21, 121289.73, 0.89, True, 9039.26
100.76,0.50, 2013.33, 6870.29, 115523.68, 115523.68,122393.97, 1104.24, 116627.91, 123498.21, 121289.73, 0.90, True, 9039.38
101.26,0.50, 2025.13, 6870.29, 115523.68, 115523.68,122393.97, 1104.24, 116627.91, 123498.21, 121289.73, 0.92, True, 9039.49
101.76,0.50, 2036.94, 1096.59, 115523.68, 115523.68,116620.27, 1003.36, 116527.04, 117623.63, 115616.91, 0.93, True, 9085.39
102.26,0.50, 2048.74, -15556.55, 115523.68, 115523.68,99967.13, 739.07, 116262.74, 100706.19, 99228.06, 0.94, True, 9217.09
102.76,0.50, 2060.55, -23889.81, 115523.68, 115523.68,91633.87, 621.75, 116145.42, 92255.62, 91012.12, 0.95, True, 9282.79
103.26,0.50, 2072.35, -33641.53, 115523.68, 115523.68,81882.15, 497.17, 116020.85, 82379.31, 81384.98, 0.96, True, 9359.49
103.76,0.50, 2084.16, -43468.15, 115523.68, 115523.68,72055.53, 385.56, 115909.23, 72441.08, 71669.97, 0.97, True, 9436.61
104.26,0.50, 2095.96, -52860.00, 115523.68, 115523.68,62663.68, 292.00, 115815.68, 62955.69, 62371.68, 0.98, True, 9510.19
104.76,0.50, 2107.77, -62048.30, 115523.68, 115523.68,53475.38, 212.94, 115736.62, 53688.32, 53262.44, 0.98, True, 9582.09
105.26,0.50, 2119.58, -71440.61, 115523.68, 115523.68,44083.07, 144.91, 115668.59, 44227.98, 43938.16, 0.99, True, 9655.51
105.76,0.50, 2131.38, -80651.08, 115523.68, 115523.68,34872.60, 90.81, 115614.48, 34963.40, 34781.79, 0.99, True, 9727.47
106.26,0.50, 2143.19, -89276.05, 115523.68, 115523.68,26247.63, 51.51, 115575.19, 26299.14, 26196.12, 0.99, True, 9794.84
106.76,0.50, 2154.99, -97131.22, 115523.68, 115523.68,18392.46, 25.32, 115549.00, 18417.78, 18367.14, 0.99, True, 9856.21
107.26,0.50, 2166.80, -104751.59, 115523.68, 115523.68,10772.09, 8.70, 115532.37, 10780.78, 10763.39, 1.00, True, 9915.76
107.67,0.32, 2174.39, -111380.33, 115523.68, 115523.68,4143.34, 1.29, 115524.97, 4144.63, 4142.06, 1.00, True, 9967.59
108.08,0.50, 2186.20, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.01, True, 9095.41
108.58,0.50, 2197.96, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.02, True, 9095.51
109.08,0.50, 2209.69, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.03, True, 9095.62
109.58,0.50, 2221.38, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.05, True, 9095.72
110.08,0.50, 2233.02, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.06, True, 9095.83
110.58,0.50, 2244.62, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.07, True, 9095.94
111.08,0.50, 2256.17, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.09, True, 9096.04
111.58,0.50, 2267.67, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.10, True, 9096.15
112.09,0.50, 2279.13, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.11, True, 9096.25
112.59,0.50, 2290.55, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.12, True, 9096.36
113.09,0.50, 2301.93, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.14, True, 9096.47
113.59,0.50, 2313.26, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.15, True, 9096.57
114.09,0.50, 2324.56, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.16, True, 9096.68
114.59,0.50, 2335.80, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.17, True, 9096.79
115.09,0.50, 2347.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.19, True, 9096.89
115.59,0.50, 2358.15, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.20, True, 9097.00
116.09,0.50, 2369.25, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.21, True, 9097.11
116.59,0.50, 2380.30, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.23, True, 9097.21
117.10,0.50, 2391.29, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.24, True, 9097.32
117.60,0.50, 2402.23, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.25, True, 9097.43
118.10,0.50, 2413.12, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.26, True, 9097.53
118.60,0.50, 2423.96, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.28, True, 9097.64
119.10,0.50, 2434.75, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.29, True, 9097.74
119.60,0.50, 2445.49, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.30, True, 9097.85
120.10,0.50, 2456.18, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.31, True, 9097.96
120.60,0.50, 2466.83, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.33, True, 9098.06
121.10,0.50, 2477.43, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.34, True, 9098.17
121.61,0.50, 2487.98, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.35, True, 9098.28
122.11,0.50, 2498.48, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.36, True, 9098.39
122.61,0.50, 2508.94, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.38, True, 9098.49
123.11,0.50, 2519.34, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.39, True, 9098.60
123.61,0.50, 2529.70, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.40, True, 9098.71
124.11,0.50, 2540.01, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.42, True, 9098.81
124.61,0.50, 2550.27, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.43, True, 9098.92
125.11,0.50, 2560.47, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.44, True, 9099.03
125.62,0.50, 2570.63, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.45, True, 9099.13
126.12,0.50, 2580.74, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.47, True, 9099.24
126.62,0.50, 2590.80, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.48, True, 9099.35
127.12,0.50, 2600.81, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.49, True, 9099.45
127.62,0.50, 2610.77, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.50, True, 9099.56
128.12,0.50, 2620.68, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.52, True, 9099.67
128.62,0.50, 2630.55, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.53, True, 9099.78
129.12,0.50, 2640.35, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.54, True, 9099.88
129.63,0.50, 2650.11, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.56, True, 9099.99
130.13,0.50, 2659.82, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.57, True, 9100.10
130.54,0.33, 2666.21, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 1.58, True, 9100.20
130.96,0.50, 2675.83, 161431.39, 115523.68, 115523.68,276955.07, 5529.87, 121053.54, 282484.93, 271425.20, 1.61, True, 7775.75
131.46,0.50, 2685.32, 161126.00, 115523.68, 115523.68,276649.68, 5517.92, 121041.59, 282167.59, 271131.76, 1.64, True, 7778.66
131.97,0.50, 2694.68, 162269.24, 115523.68, 115523.68,277792.92, 5562.72, 121086.39, 283355.64, 272230.21, 1.67, True, 7769.02
132.47,0.50, 2703.92, 163564.65, 115523.68, 115523.68,279088.33, 5613.69, 121137.37, 284702.02, 273474.64, 1.70, True, 7758.05
132.98,0.50, 2713.03, 164678.86, 115523.68, 115523.68,280202.54, 5657.71, 121181.39, 285860.25, 274544.83, 1.73, True, 7748.65
133.48,0.50, 2722.02, 165599.24, 115523.68, 115523.68,281122.91, 5694.20, 121217.88, 286817.11, 275428.71, 1.76, True, 7740.92
133.98,0.50, 2730.88, 165187.70, 115523.68, 115523.68,280711.38, 5677.87, 121201.55, 286389.25, 275033.51, 1.79, True, 7744.77
134.49,0.50, 2739.62, 164047.66, 115523.68, 115523.68,279571.34, 5632.75, 121156.43, 285204.09, 273938.58, 1.82, True, 7754.95
134.99,0.50, 2748.22, 161992.51, 115523.68, 115523.68,277516.19, 5551.86, 121075.53, 283068.05, 271964.33, 1.85, True, 7773.04
135.49,0.50, 2756.71, 158684.26, 115523.68, 115523.68,274207.94, 5422.81, 120946.49, 279630.75, 268785.12, 1.88, True, 7801.94
136.00,0.50, 2765.06, 172071.43, 115523.68, 115523.68,287595.11, 5953.97, 121477.65, 293549.08, 281641.14, 1.91, True, 7685.89
136.50,0.50, 2773.28, 190066.50, 115523.68, 115523.68,305590.18, 6705.36, 122229.04, 312295.54, 298884.82, 1.95, True, 7527.71
137.01,0.51, 2781.36, 209867.61, 115523.68, 115523.68,325391.29, 7581.39, 123105.07, 332972.68, 317809.89, 1.98, True, 7350.66
137.51,0.51, 2789.27, 229806.45, 115523.68, 115523.68,345330.13, 8515.24, 124038.92, 353845.37, 336814.89, 2.02, True, 7169.03
138.02,0.51, 2797.00, -50282.74, 115523.68, 115523.68,65240.94, 316.40, 115840.07, 65557.34, 64924.55, 2.03, True, 9494.12
138.52,0.51, 2804.53, -6632.65, 115523.68, 115523.68,108891.02, 875.76, 116399.44, 109766.78, 108015.27, 2.04, True, 9153.99
139.03,0.51, 2811.84, 284843.73, 115523.68, 115523.68,400367.40, 11358.81, 126882.48, 411726.21, 389008.60, 2.08, True, 6648.69
139.54,0.51, 2818.91, 275991.39, 115523.68, 115523.68,391515.07, 10875.33, 126399.01, 402390.40, 380639.74, 2.13, True, 6734.97
140.05,0.51, 2825.74, 265286.54, 115523.68, 115523.68,380810.22, 10303.99, 125827.66, 391114.21, 370506.23, 2.17, True, 6838.13
140.56,0.51, 2832.33, 254771.79, 115523.68, 115523.68,370295.47, 9757.03, 125280.70, 380052.49, 360538.44, 2.21, True, 6938.34
141.07,0.51, 2838.67, 244425.55, 115523.68, 115523.68,359949.23, 9232.66, 124756.34, 369181.89, 350716.57, 2.25, True, 7035.88
141.58,0.51, 2844.78, 234365.91, 115523.68, 115523.68,349889.59, 8736.03, 124259.71, 358625.62, 341153.56, 2.29, True, 7129.74
142.09,0.51, 2850.64, 224756.63, 115523.68, 115523.68,340280.31, 8273.84, 123797.52, 348554.15, 332006.46, 2.32, True, 7218.52
142.60,0.51, 2856.25, 215100.33, 115523.68, 115523.68,330624.00, 7821.47, 123345.14, 338445.47, 322802.54, 2.36, True, 7306.89
143.11,0.51, 2861.62, 205448.06, 115523.68, 115523.68,320971.74, 7381.41, 122905.09, 328353.15, 313590.32, 2.40, True, 7394.39
143.62,0.51, 2866.75, 196246.32, 115523.68, 115523.68,311770.00, 6973.25, 122496.92, 318743.24, 304796.75, 2.43, True, 7477.08
144.14,0.51, 2871.64, 187093.80, 115523.68, 115523.68,302617.48, 6578.29, 122101.96, 309195.76, 296039.19, 2.46, True, 7558.62
144.65,0.51, 2876.28, 177836.93, 115523.68, 115523.68,293360.61, 6190.05, 121713.73, 299550.66, 287170.56, 2.50, True, 7640.39
145.16,0.51, 2880.68, 168521.09, 115523.68, 115523.68,284044.76, 5810.78, 121334.46, 289855.55, 278233.98, 2.53, True, 7721.99
145.68,0.52, 2884.83, 159436.47, 115523.68, 115523.68,274960.15, 5452.03, 120975.70, 280412.18, 269508.12, 2.56, True, 7800.94
146.19,0.52, 2888.74, 150424.51, 115523.68, 115523.68,265948.18, 5107.01, 120630.69, 271055.19, 260841.18, 2.59, True, 7878.65
146.71,0.52, 2892.40, 141293.42, 115523.68, 115523.68,256817.10, 4768.51, 120292.19, 261585.61, 252048.59, 2.62, True, 7956.79
147.23,0.52, 2895.81, 131993.72, 115523.68, 115523.68,247517.40, 4435.27, 119958.95, 251952.67, 243082.12, 2.65, True, 8035.78
147.75,0.52, 2898.98, 122471.13, 115523.68, 115523.68,237994.81, 4106.13, 119629.81, 242100.94, 233888.68, 2.67, True, 8116.05
148.27,0.52, 2901.90, 112835.98, 115523.68, 115523.68,228359.65, 3785.59, 119309.27, 232145.24, 224574.06, 2.70, True, 8196.69
148.79,0.52, 2904.58, 103044.06, 115523.68, 115523.68,218567.73, 3472.76, 118996.44, 222040.49, 215094.97, 2.72, True, 8278.04
149.32,0.53, 2907.00, 92968.84, 115523.68, 115523.68,208492.52, 3164.54, 118688.22, 211657.05, 205327.98, 2.75, True, 8361.17
149.85,0.53, 2909.17, 82745.66, 115523.68, 115523.68,198269.33, 2866.01, 118389.69, 201135.35, 195403.32, 2.77, True, 8444.93
150.38,0.54, 2911.09, 72434.48, 115523.68, 115523.68,187958.15, 2579.49, 118103.17, 190537.64, 185378.66, 2.79, True, 8528.87
150.92,0.54, 2912.75, 61773.86, 115523.68, 115523.68,177297.54, 2298.71, 117822.39, 179596.25, 174998.83, 2.81, True, 8615.08
151.47,0.55, 2914.16, 50898.01, 115523.68, 115523.68,166421.69, 2028.53, 117552.21, 168450.22, 164393.16, 2.83, True, 8702.50
152.03,0.57, 2915.30, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 2.85, True, 9105.00
153.28,1.95, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 2.90, True, 9105.12
154.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 2.92, True, 9105.54
155.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 2.95, True, 9105.76
156.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 2.97, True, 9105.97
157.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.00, True, 9106.19
158.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.02, True, 9106.41
159.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.05, True, 9106.62
160.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.07, True, 9106.84
161.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.10, True, 9107.06
162.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.13, True, 9107.27
163.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.15, True, 9107.49
164.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.18, True, 9107.71
165.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.20, True, 9107.93
166.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.23, True, 9108.14
167.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.25, True, 9108.36
168.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.28, True, 9108.58
169.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.30, True, 9108.80
170.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.33, True, 9109.01
171.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.35, True, 9109.23
172.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.38, True, 9109.45
173.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.40, True, 9109.67
174.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.43, True, 9109.89
175.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.46, True, 9110.11
176.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.48, True, 9110.32
177.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.51, True, 9110.54
178.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.53, True, 9110.76
179.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.56, True, 9110.98
180.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.58, True, 9111.20
181.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.61, True, 9111.42
182.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.63, True, 9111.64
183.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.66, True, 9111.86
184.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.68, True, 9112.07
185.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.71, True, 9112.29
186.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.73, True, 9112.51
187.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.76, True, 9112.73
188.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.79, True, 9112.95
189.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.81, True, 9113.17
190.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.84, True, 9113.39
191.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.86, True, 9113.61
192.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.89, True, 9113.83
193.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.91, True, 9114.05
194.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.94, True, 9114.27
195.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.96, True, 9114.49
196.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 3.99, True, 9114.71
197.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 4.01, True, 9114.93
198.76,1.00, 2917.00, 0.00, 115523.68, 115523.68,115523.68, 984.74, 116508.42, 116508.42, 114538.94, 4.04, True, 9115.15
199.61,0.71, 2917.25, -32452.74, 115523.68, 115523.68,83070.94, 511.62, 116035.30, 83582.56, 82559.32, 4.05, True, 9365.24
200.16,0.39, 2917.60, -67527.65, 115523.68, 115523.68,47996.03, 171.68, 115695.35, 48167.71, 47824.35, 4.06, True, 9633.55
200.57,0.42, 2918.15, -81454.41, 115523.68, 115523.68,34069.27, 86.68, 115610.36, 34155.95, 33982.59, 4.06, True, 9739.85
200.99,0.44, 2918.91, -88354.60, 115523.68, 115523.68,27169.08, 55.18, 115578.86, 27224.26, 27113.89, 4.06, True, 9792.51
201.44,0.45, 2919.89, -109658.36, 115523.68, 115523.68,5865.32, 2.58, 115526.26, 5867.90, 5862.74, 4.06, True, 9955.16
201.89,0.46, 2921.09, -130979.67, 115523.68, 115523.68,-15455.99, 17.97, 115541.65, -15438.02, -15473.96, 4.06, True, 10118.36
202.35,0.46, 2922.52, -152119.01, 115523.68, 115523.68,-36595.34, 101.08, 115624.76, -36494.26, -36696.41, 4.06, True, 10280.90
202.81,0.47, 2924.18, -173824.43, 115523.68, 115523.68,-58300.75, 257.39, 115781.07, -58043.37, -58558.14, 4.05, True, 10448.90
203.28,0.47, 2926.08, -196428.43, 115523.68, 115523.68,-80904.75, 497.38, 116021.05, -80407.38, -81402.13, 4.04, True, 10625.46
203.76,0.47, 2928.21, -219147.41, 115523.68, 115523.68,-103623.74, 818.78, 116342.46, -102804.95, -104442.52, 4.03, True, 10804.97
204.23,0.48, 2930.58, -241898.85, 115523.68, 115523.68,-126375.17, 1222.07, 116745.75, -125153.10, -127597.24, 4.02, True, 10987.24
